release_date,original_title,vote_average
1996-04-12,Getting Away with Murder,5.5
1994-03-25,Dellamorte Dellamore,7.0
1996-05-10,Twister,6.1
1996-05-02,Barb Wire,3.9
1995-10-31,Le garçu,5.0
1996-04-11,Honigmond,0.0
1995-11-18,GHOST IN THE SHELL,7.8
1996-10-25,Thinner,5.5
1996-05-24,Spy Hard,4.9
1995-08-23,Brothers in Trouble,0.0
1995-12-24,A Close Shave,7.5
1948-12-25,Force of Evil,6.6
1996-08-30,The Stupids,4.2
1996-05-31,The Arrival,6.1
1943-08-04,The Man from Down Under,0.0
1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0
1992-09-30,Careful,7.8
,Vermont Is for Lovers,0.0
1995-09-11,A Month by the Lake,7.2
1995-11-03,Gold Diggers: The Secret of Bear Mountain,5.8
1950-12-07,Kim,7.0
1995-04-13,Carmen Miranda: Bananas Is My Business,10.0
1994-09-16,東邪西毒,7.1
1994-04-01,Khomreh,8.0
1995-11-10,Maya Lin: A Strong Clear Vision,0.0
1993-01-21,Stalingrad,7.4
1996-06-06,The Phantom,4.7
1996-06-28,Striptease,4.4
1996-12-06,The Last of the High Kings,5.7
1995-01-20,Heavy,7.7
1996-08-09,Jack,5.9
1996-05-01,I Shot Andy Warhol,6.1
1995-09-10,The Grass Harp,6.1
1995-09-09,Tuđa Amerika,0.0
1987-11-17,La vie est belle,6.5
1992-05-26,Quartier Mozart,5.0
1973-07-01,Touki-Bouki,7.3
1982-01-01,Wend Kuuni,5.0
1968-05-16,Histoires extraordinaires,5.5
1994-05-04,Babyfever,0.0
1995-01-01,Pharaoh's  Army,6.3
1996-02-23,Trainspotting,7.8
1997-05-30,Til There Was You,3.9
1996-06-25,Independence Day,6.7
1996-03-29,Stealing Beauty,6.6
1996-08-15,The Fan,5.7
1996-06-21,The Hunchback of Notre Dame,6.8
1996-06-10,The Cable Guy,5.7
1996-07-04,Kingpin,6.7
1996-06-21,Eraser,5.6
1995-01-01,The Gate of Heavenly Peace,6.7
1996-06-26,The Nutty Professor,5.4
1990-08-09,"Yo, la peor de todas",6.8
1994-05-15,Un été inoubliable,7.2
1987-01-01,"Hol volt, hol nem volt",0.0
1993-01-01,En compagnie d'Antonin Artaud,8.0
1994-09-09,Sibak,7.0
1994-09-27,Somebody to Love,5.1
1974-01-01,A Very Natural Thing,6.3
1991-09-18,La vieille qui marchait dans la mer,0.0
1996-12-06,Daylight,5.8
1996-07-18,The Frighteners,6.7
1996-06-21,Lone Star,6.9
1996-07-10,Harriet the Spy,5.7
1996-07-05,Phenomenon,6.2
1996-07-17,Walking and Talking,6.6
1996-08-26,She's the One,5.7
1996-07-24,A Time to Kill,7.0
1996-09-13,American Buffalo,6.2
1995-03-22,Les Rendez-vous de Paris,6.5
1996-08-14,Alaska,5.2
1996-07-19,Fled,5.2
1996-07-17,Kazaam,3.6
1994-10-23,Bűvös vadász,6.0
1996-10-31,Larger Than Life,5.4
1996-05-22,A Boy Called Hate,6.0
1996-05-17,Power 98,4.0
1995-09-10,Two Deaths,7.0
1996-08-23,A Very Brady Sequel,5.8
1993-05-26,Stefano Quantestorie,6.0
1956-09-21,La mort en ce jardin,7.4
1992-01-01,Hedd Wyn,6.5
1967-03-02,La Collectionneuse,6.5
1993-09-11,Kaspar Hauser,6.3
1996-05-30,Echte Kerle,5.2
1996-06-20,Diebinnen,4.0
1995-09-06,O Convento,6.5
1996-07-26,The Adventures of Pinocchio,5.0
1996-07-26,Joe's Apartment,5.0
1996-09-20,The First Wives Club,6.5
1995-10-01,Stonewall,7.2
1996-11-08,Ransom,6.4
1996-10-25,High School High,5.4
1996-08-02,Phat Beach,5.4
1996-08-23,Foxfire,6.3
1996-08-02,Chain Reaction,5.3
1996-08-02,Matilda,6.9
1996-08-02,Emma,6.7
1996-08-29,The Crow: City of Angels,5.2
1996-08-14,House Arrest,5.0
1960-01-11,Les Yeux sans visage,7.5
1996-08-16,Bordello of Blood,5.0
1995-06-01,Lotto Land,7.0
1994-03-30,The Story of Xinghua,0.0
1994-01-01,天國逆子,7.0
1995-09-14,Flirt,7.5
1996-09-06,The Big Squeeze,5.0
1996-08-23,The Spitfire Grill,6.8
1996-08-09,Escape from L.A.,5.6
1995-01-01,Xích lô,6.8
1996-08-09,Basquiat,6.6
1996-08-16,Tin Cup,5.9
1991-06-02,Dingo,6.0
1958-06-01,楢山節考,6.4
1990-08-28,Un week-end sur deux,6.0
1993-01-01,Mille bolle blu,6.0
1949-01-01,Wuya yu maque,5.0
1972-03-14,The Godfather,8.5
1994-10-05,Der bewegte Mann,6.1
1992-07-04,警察故事 III：超級警察,6.7
1996-01-22,Manny & Lo,6.3
1953-04-29,Tsuma,0.0
1996-04-05,Small Faces,6.4
1996-09-13,Bound,6.9
1996-08-23,Carpool,4.9
1990-11-08,Death in Brunswick,6.1
1996-08-16,Kansas City,6.1
1997-05-30,Gone Fishin',4.7
1996-07-12,Lover's Knot,4.0
1994-09-02,愛情萬歲,7.3
1976-01-31,Schatten der Engel,4.0
1996-09-06,Killer: A Journal of Murder,6.3
1994-01-01,Nothing to Lose,0.0
1993-10-21,超级计划,5.8
1996-08-21,Girls Town,5.2
1995-08-30,Bye-Bye,7.7
1997-01-10,The Relic,5.8
1996-08-23,The Island of Dr. Moreau,4.6
1996-08-30,First Kid,5.3
1996-08-30,The Trigger Effect,6.6
1995-06-08,Sweet Nothing,5.0
1996-09-06,Bogus,5.4
1996-09-06,Bulletproof,5.4
1998-10-30,Talk of Angels,6.8
1995-03-16,The Land Before Time III: The Time of the Great Giving,6.1
1994-09-01,06,5.0
1988-10-08,Baton Rouge,0.0
1995-09-29,Halloween: The Curse of Michael Myers,5.0
1996-10-31,Twelfth Night,7.0
1996-11-01,Mother Night,7.1
1933-03-10,Liebelei,6.3
2010-05-25,Wenecja,7.5
1994-05-05,Les Roseaux Sauvages,7.4
1943-07-12,For Whom the Bell Tolls,6.1
1940-12-05,The Philadelphia Story,7.7
1952-04-10,Singin' in the Rain,7.9
1951-08-08,An American in Paris,6.9
1957-02-13,Funny Face,7.0
1961-10-05,Breakfast at Tiffany's,7.6
1958-05-09,Vertigo,8.0
1954-08-01,Rear Window,8.2
1934-02-22,It Happened One Night,7.7
1944-05-04,Gaslight,7.2
1934-10-12,The Gay Divorcee,7.2
1959-07-07,North by Northwest,7.8
1960-06-15,The Apartment,8.1
1959-03-18,Some Like It Hot,8.0
1963-12-05,Charade,7.7
1942-11-26,Casablanca,7.9
1941-11-18,The Maltese Falcon,7.8
1964-10-21,My Fair Lady,7.4
1954-09-28,Sabrina,7.4
1953-09-02,Roman Holiday,7.8
1939-03-17,The Little Princess,7.0
1944-11-23,Meet Me in St. Louis,6.8
1939-08-15,The Wizard of Oz,7.4
1939-12-15,Gone with the Wind,7.7
1982-10-01,My Favorite Year,7.1
1950-08-10,Sunset Boulevard,8.2
1941-04-30,Citizen Kane,8.0
1968-04-10,2001: A Space Odyssey,7.9
1947-08-27,Golden Earrings,4.8
1950-11-09,All About Eve,8.0
1939-01-01,The Women,6.4
1940-04-12,Rebecca,7.7
1940-08-16,Foreign Correspondent,7.0
1946-08-15,Notorious,7.8
1945-12-28,Spellbound,7.3
1957-07-11,An Affair to Remember,7.1
1955-08-03,To Catch a Thief,7.1
1950-06-16,Father of the Bride,6.6
1953-08-07,The Band Wagon,7.1
1939-10-06,Ninotchka,7.3
1957-06-30,Love in the Afternoon,7.3
1958-04-15,Gigi,6.1
1958-01-01,The Reluctant Debutante,6.6
1938-05-13,The Adventures of Robin Hood,7.6
1940-11-08,The Mark of Zorro,7.1
1944-10-11,Laura,7.6
1947-06-26,The Ghost and Mrs. Muir,7.3
1937-09-01,Lost Horizon,6.8
1935-09-06,Top Hat,7.4
1942-03-05,To Be or Not to Be,7.7
1936-09-17,My Man Godfrey,7.7
1956-10-10,Giant,7.5
1955-03-09,East of Eden,7.5
1934-05-25,The Thin Man,7.4
1940-01-18,His Girl Friday,7.5
1956-10-17,Around the World in Eighty Days,6.5
1946-12-20,It's a Wonderful Life,8.0
1939-10-19,Mr. Smith Goes to Washington,7.9
1938-02-18,Bringing Up Baby,7.6
1941-04-24,Penny Serenade,6.4
1926-08-09,The Scarlet Letter,8.3
1943-06-01,Lady of Burlesque,5.0
1934-07-20,Of Human Bondage,6.4
1946-09-20,Angel on My Shoulder,5.7
1936-03-06,Little Lord Fauntleroy,6.6
1939-01-28,They Made Me a Criminal,5.6
1949-12-31,The Inspector General,6.2
1947-02-15,Angel and the Badman,6.6
1935-06-01,The 39 Steps,7.4
1945-12-25,A Walk in the Sun,5.2
1943-02-05,The Outlaw,4.9
1968-10-01,Night of the Living Dead,7.5
1951-12-03,The African Queen,7.4
1953-11-24,Beat the Devil,6.2
1958-02-17,Cat on a Hot Tin Roof,7.6
1954-01-01,The Last Time I Saw Paris,5.1
1941-03-12,Meet John Doe,7.3
1938-06-28,Algiers,5.8
1937-09-30,Something to Sing About,3.8
1932-12-08,A Farewell to Arms,6.2
1936-03-27,Moonlight Murder,6.0
1996-10-18,Nothing Personal,4.0
1985-01-01,Huang jia shi jie,7.4
1997-02-12,Dangerous Ground,5.0
1955-11-18,Picnic,6.7
1995-01-26,Madagascar Skin,0.0
1996-07-26,The Pompatus of Love,5.3
1995-01-01,Small Wonders,0.0
1996-09-13,Fly Away Home,6.6
1997-04-14,Bliss,4.8
1996-09-13,Grace of My Heart,6.5
1995-09-08,Schlafes Bruder,6.8
1996-09-13,Maximum Risk,5.3
1996-10-25,Michael Collins,6.8
1996-09-13,The Rich Man's Wife,4.9
1996-10-04,Infinity,0.0
1996-09-20,Big Night,6.8
1996-09-20,Last Man Standing,6.2
1996-01-24,Caught,6.5
1996-11-06,Set It Off,6.9
1996-09-11,2 Days in the Valley,5.9
1996-09-06,Curdled,6.2
1979-08-22,L'associé,6.0
1996-10-18,Ed's Next Move,3.0
1996-09-27,Extreme Measures,5.7
1996-10-04,The Glimmer Man,4.7
1996-10-04,D3: The Mighty Ducks,5.3
1996-10-11,The Chamber,5.9
1975-07-01,The Apple Dumpling Gang,6.6
1955-05-25,"Davy Crockett, King of the Wild Frontier",5.9
1975-03-21,Escape to Witch Mountain,6.5
1968-12-22,The Love Bug,6.0
1974-02-14,Herbie Rides Again,5.9
1957-12-25,Old Yeller,7.0
1961-06-12,The Parent Trap,6.8
1960-05-19,Pollyanna,6.9
1993-02-03,Homeward Bound: The Incredible Journey,6.6
1959-03-19,The Shaggy Dog,6.2
1960-12-21,Swiss Family Robinson,7.0
1965-12-02,That Darn Cat!,6.4
1954-12-23,"20,000 Leagues Under the Sea",6.9
1993-09-30,Cool Runnings,6.8
1994-07-15,Angels in the Outfield,5.7
1950-03-04,Cinderella,6.8
1968-12-20,Winnie the Pooh and the Blustery Day,7.8
1944-07-21,The Three Caballeros,6.2
1963-12-25,The Sword in the Stone,6.9
1948-11-29,So Dear to My Heart,6.3
1991-06-14,Robin Hood: Prince of Thieves,6.6
1964-08-27,Mary Poppins,7.4
1941-10-22,Dumbo,6.8
1977-11-03,Pete's Dragon,6.4
1971-10-07,Bedknobs and Broomsticks,6.8
1951-07-03,Alice in Wonderland,7.0
1981-07-10,The Fox and the Hound,7.0
1996-08-23,Freeway,6.5
1965-03-02,The Sound of Music,7.4
1988-07-15,Die Hard,7.5
1992-03-05,The Lawnmower Man,5.4
1996-09-04,Unhook the Stars,6.2
1995-09-13,Synthetic Pleasures,0.0
1996-11-08,The Secret Agent,5.0
1996-05-24,Secrets & Lies,7.1
1996-10-04,That Thing You Do!,6.8
1996-10-18,To Gillian on Her 37th Birthday,5.1
1996-09-04,Surviving Picasso,5.3
1996-05-10,Love Is All There Is,5.5
1996-06-21,Beautiful Thing,7.3
1996-10-11,The Long Kiss Goodnight,6.4
1996-10-11,The Ghost and the Darkness,6.4
1996-10-11,Looking for Richard,6.9
1996-10-11,Trees Lounge,6.7
1996-09-09,The Proprietor,0.0
1996-01-26,Normal Life,6.8
1996-10-16,Get on the Bus,7.0
1997-01-31,Shadow Conspiracy,4.0
1996-02-06,Jude,6.6
1996-12-06,Everyone Says I Love You,6.5
1996-02-10,Azúcar amarga,6.3
1996-10-31,Romeo + Juliet,6.7
1996-10-18,Swingers,6.8
1996-10-18,Sleepers,7.3
1996-05-29,The Sunchaser,6.1
1996-12-10,Johns,6.0
1996-05-20,Aladdin and the King of Thieves,6.1
1952-02-18,The Woman in Question,5.2
1937-05-07,Shall We Dance,7.9
1937-11-19,A Damsel in Distress,7.0
1947-07-22,Crossfire,6.1
1944-12-09,"Murder, My Sweet",7.2
1952-04-30,Macao,5.6
1993-10-01,For the Moment,7.4
1971-06-29,Willy Wonka & the Chocolate Factory,7.4
1994-01-28,La vie sexuelle des Belges 1950-1978,5.0
1961-12-25,The Innocents,7.5
1973-12-17,Sleeper,7.0
1971-04-28,Bananas,6.7
1988-07-15,A Fish Called Wanda,7.1
1979-08-17,Life of Brian,7.7
1982-04-25,Victor/Victoria,6.9
1972-08-23,The Candidate,6.9
1965-07-01,The Great Race,7.2
1967-07-18,Bonnie and Clyde,7.6
1958-10-07,The Old Man and the Sea,6.0
1954-05-29,Dial M for Murder,7.9
1995-11-22,Madame Butterfly,4.8
1987-08-21,Dirty Dancing,7.1
1992-09-02,Reservoir Dogs,8.1
1986-12-18,Platoon,7.5
1989-07-05,Weekend at Bernie's,6.4
1992-03-20,Basic Instinct,6.5
1991-03-01,The Doors,6.7
1992-09-02,The Crying Game,6.9
1992-09-15,Glengarry Glen Ross,7.5
1982-12-08,Sophie's Choice,7.4
1982-04-03,E.T. the Extra-Terrestrial,7.3
1994-11-14,The Search for One-eye Jimmy,6.3
1938-12-16,A Christmas Carol,7.0
1990-06-27,Days of Thunder,5.9
1986-05-16,Top Gun,6.7
1996-09-12,American Strays,6.8
1955-10-27,Rebel Without a Cause,7.6
1951-09-18,A Streetcar Named Desire,7.6
1996-10-08,Children of the Corn IV: The Gathering,4.6
1996-09-27,The Leopard Son,0.0
1996-10-03,Charms Zwischenfälle,0.0
1995-09-12,Bird of Prey,0.0
1996-05-20,Microcosmos : Le Peuple de l'herbe,7.7
1995-09-07,Palookaville,5.4
1996-10-25,The Associate,6.2
1996-01-26,The Funeral,7.3
2013-10-12,The Sleepover,8.0
1995-05-29,La fille seule,6.8
1996-01-01,Le huitième jour,7.0
1996-01-03,North Star,5.2
1997-03-14,Drunks,0.0
1996-10-12,The People vs. Larry Flynt,6.8
1995-10-01,Glory Daze,5.8
1996-06-19,A Perfect Candidate,5.3
1981-12-04,On Golden Pond,7.3
1975-05-21,The Return of the Pink Panther,6.7
1991-04-19,Drop Dead Fred,5.9
1989-08-09,The Abyss,7.1
1980-02-08,The Fog,6.4
1981-05-22,Escape from New York,6.9
1981-04-03,The Howling,6.4
1986-08-27,Jean de Florette,7.6
1986-11-19,Manon des Sources,7.8
1993-01-01,Johnny cien pesos,6.3
1980-10-06,Private Benjamin,6.0
1975-03-13,Monty Python and the Holy Grail,7.8
1996-07-19,Hustler White,6.8
1995-09-02,Dadetown,8.0
1996-09-13,Everything Relative,4.0
1996-09-27,Entertaining Angels - The Dorothy Day Story,5.0
1996-05-15,Trois vies et une seule mort,8.0
1996-09-27,The Line King: The Al Hirschfeld Story,0.0
1996-10-17,Snowriders,0.0
1995-09-18,Curtis's Charm,0.0
1996-10-25,When We Were Kings,7.3
1993-12-17,The Wrong Trousers,7.6
1995-03-08,JLG/JLG - autoportrait de décembre,7.7
1982-05-12,Le Retour de Martin Guerre,6.7
1994-09-10,Faust,7.4
1948-11-24,He Walked by Night,6.4
1948-05-26,Raw Deal,7.2
1947-12-15,T-Men,6.4
1944-10-27,I bambini ci guardano,7.2
1946-09-26,La symphonie pastorale,4.7
1935-09-10,Here Comes Cookie,8.0
1935-04-20,Love In Bloom,0.0
1934-02-09,Six of a Kind,3.5
1979-05-02,Die Blechtrommel,7.0
1972-09-13,The Ruling Class,6.8
1994-03-02,Mina Tannenbaum,4.8
1967-03-17,Deux ou trois choses que je sais d'elle,7.0
1996-10-26,The Bloody Child,0.0
1996-11-01,Dear God,5.1
1996-11-01,Bad Moon,5.7
1990-09-28,American Dream,6.0
1995-05-17,Best of the Best 3: No Turning Back,5.8
1992-09-04,Bob Roberts,6.5
1988-11-17,Nuovo Cinema Paradiso,8.2
1989-09-10,"The Cook, the Thief, His Wife & Her Lover",7.3
1994-05-18,Grosse fatigue,5.6
1991-04-17,Delicatessen,7.4
1991-05-15,La double vie de Véronique,7.3
1991-11-06,Enchanted April,6.9
1957-09-18,Paths of Glory,8.2
1990-09-14,The Grifters,6.5
1991-12-27,Hear My Song,4.1
1997-10-23,The Shooter,5.0
1996-11-14,The English Patient,7.0
1991-01-31,Mediterraneo,7.4
1989-07-21,My Left Foot: The Story of Christy Brown,7.5
1989-08-18,"Sex, Lies, and Videotape",6.7
1992-12-11,Passion Fish,6.7
1992-08-20,Strictly Ballroom,6.2
1988-08-28,The Thin Blue Line,7.9
1989-12-12,¡Átame!,7.0
1991-05-10,Madonna: Truth or Dare,6.3
1990-03-13,Paris is Burning,8.2
1975-11-18,One Flew Over the Cuckoo's Nest,8.3
1978-01-01,Up in Smoke,6.7
1980-05-17,The Empire Strikes Back,8.2
1987-09-18,The Princess Bride,7.6
1981-06-12,Raiders of the Lost Ark,7.7
1985-02-20,Brazil,7.6
1986-07-18,Aliens,7.7
1966-12-23,"Il buono, il brutto, il cattivo",8.1
1987-01-01,Withnail & I,7.4
1957-03-25,12 Angry Men,8.2
1962-12-10,Lawrence of Arabia,7.8
1971-12-18,A Clockwork Orange,8.0
1962-12-25,To Kill a Mockingbird,7.9
1979-08-15,Apocalypse Now,8.0
1968-12-21,C'era una volta il West,8.1
1983-05-23,Return of the Jedi,7.9
1987-01-01,Der Himmel über Berlin,7.5
1949-08-31,The Third Man,7.9
1990-09-12,GoodFellas,8.2
1979-05-25,Alien,7.9
1992-10-09,Army of Darkness,7.3
1988-05-11,Le Grand Bleu,7.6
1985-06-01,乱,7.9
1989-07-06,喋血雙雄,7.6
1960-06-16,Psycho,8.3
1980-06-17,The Blues Brothers,7.5
1974-12-20,The Godfather: Part II,8.3
1987-06-26,Full Metal Jacket,7.9
1990-05-18,A Grand Day Out,7.4
1989-10-05,Henry V,7.4
1984-10-26,Amadeus,7.8
1952-07-21,The Quiet Man,7.3
1984-02-16,Once Upon a Time in America,8.3
1980-11-14,Raging Bull,7.7
1977-04-19,Annie Hall,7.8
1983-10-20,The Right Stuff,7.4
1979-04-16,Сталкер,7.8
1981-09-16,Das Boot,7.9
1973-12-25,The Sting,7.9
1971-12-20,Harold and Maude,7.7
1990-09-09,Trust,6.5
1957-02-16,Det sjunde inseglet,7.9
1983-02-17,Local Hero,7.0
1984-10-26,The Terminator,7.4
1992-08-13,Braindead,7.4
1989-12-15,Glory,7.4
1991-02-08,Rosencrantz & Guildenstern Are Dead,7.3
1979-04-25,Manhattan,7.8
1990-09-21,Miller's Crossing,7.5
1989-06-02,Dead Poets Society,8.1
1967-12-21,The Graduate,7.6
1958-04-23,Touch of Evil,7.6
1990-02-21,Nikita,7.0
1957-10-02,The Bridge on the River Kwai,7.7
1963-02-14,8½,7.9
1974-06-20,Chinatown,7.9
1951-09-17,The Day the Earth Stood Still,7.3
1948-01-24,The Treasure of the Sierra Madre,7.9
1987-12-01,Bad Taste,6.4
1933-11-17,Duck Soup,7.6
1985-10-11,Better Off Dead...,6.8
1980-05-22,The Shining,8.1
1986-08-22,Stand by Me,7.8
1931-05-11,M,8.0
1987-03-13,Evil Dead II,7.5
1963-06-20,The Great Escape,7.8
1978-12-08,The Deer Hunter,7.8
1981-03-11,Diva,6.7
1993-02-11,Groundhog Day,7.4
1992-08-07,Unforgiven,7.7
1962-10-24,The Manchurian Candidate,7.7
1990-08-22,Pump up the Volume,7.0
1944-09-23,Arsenic and Old Lace,7.4
1985-07-03,Back to the Future,8.0
1991-12-27,Fried Green Tomatoes,7.6
1970-01-25,Patton,7.3
1986-05-01,Down by Law,7.2
1988-07-16,アキラ,7.8
1986-03-07,Highlander,6.8
1967-06-22,Cool Hand Luke,7.7
1990-03-28,Cyrano de Bergerac,6.8
1974-12-15,Young Frankenstein,7.7
1991-10-03,Night on Earth,7.5
1991-12-20,大红灯笼高高挂,7.8
1940-10-15,The Great Dictator,8.1
1940-11-13,Fantasia,7.2
1952-03-27,High Noon,7.6
1946-08-23,The Big Sleep,7.6
1988-10-01,Heathers,7.3
1980-10-02,Somewhere in Time,7.1
1959-12-26,Ben-Hur,7.5
1984-05-04,This Is Spinal Tap,7.6
1982-06-06,Koyaanisqatsi,7.7
1987-02-27,Some Kind of Wonderful,6.9
1989-05-24,Indiana Jones and the Last Crusade,7.6
1979-12-19,Being There,7.7
1982-11-30,Gandhi,7.4
1988-02-05,The Unbearable Lightness of Being,7.0
1985-12-13,A Room with a View,6.9
1985-08-07,Real Genius,6.6
1982-07-14,Pink Floyd: The Wall,7.7
1984-11-02,The Killing Fields,7.5
1985-12-12,Mitt liv som hund,7.3
1956-03-15,Forbidden Planet,7.2
1989-04-21,Field of Dreams,7.1
1975-12-03,The Man Who Would Be King,7.6
1969-09-23,Butch Cassidy and the Sundance Kid,7.4
1984-05-19,"Paris, Texas",7.7
1991-09-12,Bis ans Ende der Welt,6.3
1989-07-21,When Harry Met Sally...,7.3
1996-10-18,I Shot a Man in Vegas,0.0
1995-01-01,Parallel Sons,5.0
1996-11-08,Hype!,6.8
1996-11-08,Santa with Muscles,3.5
1996-01-22,Female Perversions,5.4
1996-11-08,Mad Dog Time,6.2
1996-11-08,Breathing Room,0.0
1996-02-19,Paris Was a Woman,7.0
1996-12-24,I'm Not Rappaport,6.2
1995-09-15,Blue Juice,3.6
1996-09-05,Kids of Survival,0.0
1992-05-22,Alien³,6.2
1981-08-21,An American Werewolf in London,7.2
1992-07-16,Amityville: It's About Time,4.1
1983-11-18,Amityville 3-D,4.0
1996-10-02,Amityville: Dollhouse,3.5
1993-09-29,Amityville: A New Generation,2.8
1982-09-24,Amityville II: The Possession,5.9
1979-07-27,The Amityville Horror,6.2
1989-12-01,The Amityville Curse,2.7
1974-08-13,Blood for Dracula,5.8
1986-03-27,April Fool's Day,5.8
1977-04-06,Audrey Rose,5.8
1987-06-09,The Believers,6.2
1963-03-28,The Birds,7.3
1958-09-12,The Blob,6.2
1980-09-01,Blood Beach,4.9
1991-08-02,Body Parts,5.6
1945-05-25,The Body Snatcher,6.8
1992-11-13,Dracula,7.1
1935-04-21,Bride of Frankenstein,7.4
1976-10-18,Burnt Offerings,6.6
1992-10-16,Candyman,6.2
1991-11-15,Cape Fear,7.0
1962-04-12,Cape Fear,7.2
1976-11-03,Carrie,7.0
1982-04-02,Cat People,6.0
1984-11-14,A Nightmare on Elm Street,7.2
1922-03-15,"Nosferatu, eine Symphonie des Grauens",7.7
1988-09-15,Nosferatu a Venezia,8.5
1976-06-06,The Omen,7.2
1996-10-03,Blood and Wine,5.5
1996-09-09,Albino Alligator,5.6
1996-11-15,The Mirror Has Two Faces,6.5
1996-05-13,Breaking the Waves,7.2
1997-01-31,Nightwatch,6.2
1996-11-21,Star Trek: First Contact,7.0
1996-01-21,Shine,7.3
1996-08-30,Sling Blade,7.4
1996-11-15,Jingle All the Way,5.5
1982-10-21,Identificazione di una donna,5.8
1996-12-03,Paradise Lost: The Child Murders at Robin Hood Hills,7.9
1996-12-13,The Preacher's Wife,5.4
1995-09-29,Kjærlighetens kjøtere,6.4
1996-05-09,Ridicule,7.4
1996-11-27,The Crucible,6.7
1996-11-17,101 Dalmatians,5.6
1951-06-08,Il Cristo proibito,5.5
1994-05-18,J'ai pas sommeil,5.0
1990-07-02,Die Hard 2,6.6
1979-12-06,Star Trek: The Motion Picture,6.2
1991-12-05,Star Trek VI: The Undiscovered Country,6.7
1989-06-09,Star Trek V: The Final Frontier,5.6
1982-06-03,Star Trek II: The Wrath of Khan,7.3
1984-05-31,Star Trek III: The Search for Spock,6.4
1986-11-25,Star Trek IV: The Voyage Home,6.9
1992-06-19,Batman Returns,6.6
1988-08-12,Young Guns,6.6
1990-08-01,Young Guns II,6.3
1978-07-07,Grease,7.2
1982-06-11,Grease 2,4.9
1990-10-05,Marked for Death,5.6
1996-11-29,Adrenalin: Fear the Rush,3.9
1996-09-11,The Substance of Fire,6.0
1992-10-08,Under Siege,6.1
1958-09-01,Terror in a Texas Town,7.1
1975-06-18,Jaws,7.5
1978-06-16,Jaws 2,5.9
1983-03-16,Jaws 3-D,4.2
1996-12-20,My Fellow Americans,6.3
1996-12-12,Mars Attacks!,6.1
1996-12-13,Citizen Ruth,6.8
1996-12-06,Jerry Maguire,6.7
1987-03-01,Raising Arizona,7.2
1987-03-06,Tin Men,6.8
1992-09-09,Sneakers,6.7
1996-12-15,Bastard Out of Carolina,7.3
1996-12-18,In Love and War,6.0
1996-12-18,Marvin's Room,6.6
1996-12-19,Somebody Is Waiting,0.0
1996-12-20,Ghosts of Mississippi,6.2
1996-10-22,Night Falls on Manhattan,6.6
1996-12-15,Beavis and Butt-Head Do America,6.5
1995-08-30,La Cérémonie,7.0
1996-12-20,Scream,7.0
1992-09-25,The Last of the Mohicans,7.1
1996-12-25,Michael,5.5
1996-12-25,The Evening Star,5.8
1996-12-25,Hamlet,7.3
1996-12-25,Some Mother's Son,7.0
1996-12-20,The Whole Wide World,6.4
1996-12-25,Mother,6.8
1996-08-21,Les voleurs,7.0
1996-12-14,Evita,5.9
1996-10-18,The Portrait of a Lady,6.3
1971-07-01,Walkabout,7.4
1996-02-15,Message to Love: The Isle of Wight Festival,6.4
1997-04-18,Murder at 1600,5.8
1995-08-29,Hearts and Minds,0.0
1996-08-25,Inside,0.0
1997-01-24,Fierce Creatures,6.0
1997-01-24,Zeus & Roxanne,4.2
1997-01-09,Turbulence,5.2
1995-09-09,Angel Baby,7.7
1996-02-10,警察故事4之簡單任務,6.5
1996-06-01,Underworld,6.0
